Info 0    [12:18:33.247] Starting TS Server
Info 30   [12:18:40.910] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 31   [12:18:40.927] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 3 structureChanged: false structureIsReused:: Completely Elapsed: 16.360514000058174ms
Info 32   [12:18:40.927] Different program with same set of files
Info 33   [12:18:42.363] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 34   [12:18:42.380] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 4 structureChanged: false structureIsReused:: Completely Elapsed: 16.687376990914345ms
Info 35   [12:18:42.380] Different program with same set of files
Info 36   [12:18:43.135] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 37   [12:18:43.154] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 5 structureChanged: false structureIsReused:: Completely Elapsed: 18.81521899998188ms
Info 38   [12:18:43.154] Different program with same set of files
Info 39   [12:18:43.796] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 40   [12:18:43.814] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 6 structureChanged: false structureIsReused:: Completely Elapsed: 18.362459003925323ms
Info 41   [12:18:43.815] Different program with same set of files
Info 42   [12:18:44.419] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 43   [12:18:44.431] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 7 structureChanged: false structureIsReused:: Completely Elapsed: 12.457992002367973ms
Info 44   [12:18:44.431] Different program with same set of files
Info 45   [12:18:44.642] getCompletionData: Get current token: 0.013795003294944763
Info 46   [12:18:44.642] getCompletionData: Is inside comment: 0.0043179988861083984
Info 47   [12:18:44.642] getCompletionData: Get previous token: 0.06083399057388306
Info 48   [12:18:44.642] getCompletionsAtPosition: isCompletionListBlocker: 0.14403000473976135
Info 49   [12:18:44.656] AutoImportProviderProject: found 5 root files in 5 dependencies in 8.611165001988411 ms
Info 50   [12:18:44.656] Starting updateGraphWorker: Project: /dev/null/autoImportProviderProject1*
Info 51   [12:18:44.657] Finishing updateGraphWorker: Project: /dev/null/autoImportProviderProject1* Version: 2 structureChanged: false structureIsReused:: Not Elapsed: 0.49994800984859467ms
Info 52   [12:18:44.657] getExportInfoMap: cache miss or empty; calculating new results
Info 53   [12:18:44.729] forEachExternalModuleToImportFrom autoImportProvider: 31.59178900718689
Info 54   [12:18:44.729] getExportInfoMap: done in 81.65927900373936 ms
Info 55   [12:18:44.738] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 56   [12:18:44.738] collectAutoImports: response is complete
Info 57   [12:18:44.738] collectAutoImports: 8.772899001836777
Info 58   [12:18:44.738] getCompletionData: Semantic work: 95.93461999297142
Info 59   [12:18:44.761] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 19.90106599032879
Info 60   [12:18:45.119] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 61   [12:18:45.142] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 8 structureChanged: false structureIsReused:: Completely Elapsed: 22.462320998311043ms
Info 62   [12:18:45.142] Different program with same set of files
Info 63   [12:18:46.367] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 64   [12:18:46.382] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 9 structureChanged: false structureIsReused:: Completely Elapsed: 14.752727001905441ms
Info 65   [12:18:46.382] Different program with same set of files
Info 66   [12:18:46.691] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 67   [12:18:46.702] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 10 structureChanged: false structureIsReused:: Completely Elapsed: 11.424744009971619ms
Info 68   [12:18:46.703] Different program with same set of files
Info 69   [12:18:47.017] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 70   [12:18:47.028] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 11 structureChanged: false structureIsReused:: Completely Elapsed: 10.608823001384735ms
Info 71   [12:18:47.028] Different program with same set of files
Info 72   [12:18:47.211] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 73   [12:18:47.223] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 12 structureChanged: false structureIsReused:: Completely Elapsed: 11.922106012701988ms
Info 74   [12:18:47.223] Different program with same set of files
Info 75   [12:18:47.744] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 76   [12:18:47.757] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 13 structureChanged: false structureIsReused:: Completely Elapsed: 12.56013299524784ms
Info 77   [12:18:47.757] Different program with same set of files
Info 78   [12:18:47.850] getCompletionData: Get current token: 0.01377500593662262
Info 79   [12:18:47.850] getCompletionData: Is inside comment: 0.042600005865097046
Info 80   [12:18:47.850] getCompletionData: Get previous token: 0.09715200960636139
Info 81   [12:18:47.851] getCompletionsAtPosition: isCompletionListBlocker: 0.09596000611782074
Info 82   [12:18:47.857] getExportInfoMap: cache hit
Info 83   [12:18:47.883] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 84   [12:18:47.883] collectAutoImports: response is complete
Info 85   [12:18:47.883] collectAutoImports: 25.431020006537437
Info 86   [12:18:47.883] getCompletionData: Semantic work: 31.86583299934864
Info 87   [12:18:47.902] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 19.09605599939823
Info 88   [12:18:50.068] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 89   [12:18:50.087] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 14 structureChanged: false structureIsReused:: Completely Elapsed: 18.96893699467182ms
Info 90   [12:18:50.087] Different program with same set of files
Info 91   [12:18:50.373] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 92   [12:18:50.381] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 15 structureChanged: false structureIsReused:: Completely Elapsed: 7.969190999865532ms
Info 93   [12:18:50.381] Different program with same set of files
Info 94   [12:18:50.596] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 95   [12:18:50.615] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 16 structureChanged: false structureIsReused:: Completely Elapsed: 19.529488012194633ms
Info 96   [12:18:50.616] Different program with same set of files
Info 97   [12:18:51.366] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 98   [12:18:51.381] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 17 structureChanged: false structureIsReused:: Completely Elapsed: 15.386145994067192ms
Info 99   [12:18:51.381] Different program with same set of files
Info 100  [12:18:52.332] Format host information updated
Info 101  [12:18:52.333] Format host information updated
Info 102  [12:18:52.334] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 103  [12:18:52.353] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 18 structureChanged: false structureIsReused:: Completely Elapsed: 19.32813100516796ms
Info 104  [12:18:52.353] Different program with same set of files
Info 105  [12:18:52.354] getCompletionData: Get current token: 0.03851199150085449
Info 106  [12:18:52.354] getCompletionData: Is inside comment: 0.018174991011619568
Info 107  [12:18:52.354] getCompletionData: Get previous token: 0.15248599648475647
Info 108  [12:18:52.355] getCompletionsAtPosition: isCompletionListBlocker: 0.028562992811203003
Info 109  [12:18:52.362] getCompletionData: Semantic work: 7.425008997321129
Info 110  [12:18:52.367] getCompletionData: Get current token: 0.03130899369716644
Info 111  [12:18:52.367] getCompletionData: Is inside comment: 0.011922001838684082
Info 112  [12:18:52.367] getCompletionData: Get previous token: 0.06351900100708008
Info 113  [12:18:52.367] getCompletionsAtPosition: isCompletionListBlocker: 0.03250099718570709
Info 114  [12:18:52.373] getCompletionData: Semantic work: 6.075086995959282
Info 115  [12:18:52.449] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 116  [12:18:52.464] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 19 structureChanged: false structureIsReused:: Completely Elapsed: 14.55985601246357ms
Info 117  [12:18:52.464] Different program with same set of files
Info 118  [12:18:53.146] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 119  [12:18:53.160] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 20 structureChanged: false structureIsReused:: Completely Elapsed: 13.954559996724129ms
Info 120  [12:18:53.160] Different program with same set of files
Info 121  [12:18:53.362] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 122  [12:18:53.380] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 21 structureChanged: false structureIsReused:: Completely Elapsed: 17.196562007069588ms
Info 123  [12:18:53.380] Different program with same set of files
Info 124  [12:18:53.467] getCompletionData: Get current token: 0.009928002953529358
Info 125  [12:18:53.468] getCompletionData: Is inside comment: 0.02782300114631653
Info 126  [12:18:53.468] getCompletionData: Get previous token: 0.03865300118923187
Info 127  [12:18:53.468] getCompletionsAtPosition: isCompletionListBlocker: 0.04831099510192871
Info 128  [12:18:53.472] getExportInfoMap: cache hit
Info 129  [12:18:53.506] collectAutoImports: resolved 5 module specifiers, plus 0 ambient and 2 from cache
Info 130  [12:18:53.506] collectAutoImports: response is complete
Info 131  [12:18:53.506] collectAutoImports: 33.478577986359596
Info 132  [12:18:53.506] getCompletionData: Semantic work: 38.52648900449276
Info 133  [12:18:53.529] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 22.767533004283905
Info 134  [12:18:56.013] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 135  [12:18:56.024] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 22 structureChanged: false structureIsReused:: Completely Elapsed: 10.69846099615097ms
Info 136  [12:18:56.024] Different program with same set of files
Info 137  [12:18:56.943] Format host information updated
Info 138  [12:18:56.944] Format host information updated
Info 139  [12:18:56.944] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 140  [12:18:56.955] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 23 structureChanged: false structureIsReused:: Completely Elapsed: 10.273042991757393ms
Info 141  [12:18:56.955] Different program with same set of files
Info 142  [12:18:56.955] getCompletionData: Get current token: 0.03436499834060669
Info 143  [12:18:56.955] getCompletionData: Is inside comment: 0.018314003944396973
Info 144  [12:18:56.955] getCompletionData: Get previous token: 0.057498008012771606
Info 145  [12:18:56.955] getCompletionsAtPosition: isCompletionListBlocker: 0.041297003626823425
Info 146  [12:18:56.960] getCompletionData: Semantic work: 4.973379999399185
Info 147  [12:18:56.963] getCompletionData: Get current token: 0.04214899241924286
Info 148  [12:18:56.963] getCompletionData: Is inside comment: 0.018655002117156982
Info 149  [12:18:56.963] getCompletionData: Get previous token: 0.11312200129032135
Info 150  [12:18:56.963] getCompletionsAtPosition: isCompletionListBlocker: 0.040345996618270874
Info 151  [12:18:56.967] getCompletionData: Semantic work: 3.848829999566078
Info 152  [12:18:57.059] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 153  [12:18:57.074] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 24 structureChanged: false structureIsReused:: Completely Elapsed: 15.08244600892067ms
Info 154  [12:18:57.074] Different program with same set of files
Info 155  [12:18:57.738] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 156  [12:18:57.752] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 25 structureChanged: false structureIsReused:: Completely Elapsed: 13.518671989440918ms
Info 157  [12:18:57.752] Different program with same set of files
Info 158  [12:18:58.416] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 159  [12:18:58.431] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 26 structureChanged: false structureIsReused:: Completely Elapsed: 14.761193007230759ms
Info 160  [12:18:58.431] Different program with same set of files
Info 161  [12:18:59.209] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 162  [12:18:59.220] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 27 structureChanged: false structureIsReused:: Completely Elapsed: 10.842652007937431ms
Info 163  [12:18:59.221] Different program with same set of files
Info 164  [12:18:59.315] getCompletionData: Get current token: 0.010239005088806152
Info 165  [12:18:59.315] getCompletionData: Is inside comment: 0.030256003141403198
Info 166  [12:18:59.315] getCompletionData: Get previous token: 0.06410101056098938
Info 167  [12:18:59.315] getCompletionsAtPosition: isCompletionListBlocker: 0.030757993459701538
Info 168  [12:18:59.320] getExportInfoMap: cache hit
Info 169  [12:18:59.337] collectAutoImports: resolved 1 module specifiers, plus 0 ambient and 3 from cache
Info 170  [12:18:59.337] collectAutoImports: response is complete
Info 171  [12:18:59.337] collectAutoImports: 16.754823997616768
Info 172  [12:18:59.337] getCompletionData: Semantic work: 21.72053900361061
Info 173  [12:18:59.374] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 34.34670700132847
Info 174  [12:18:59.884] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 175  [12:18:59.892] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 28 structureChanged: false structureIsReused:: Completely Elapsed: 7.733788996934891ms
Info 176  [12:18:59.892] Different program with same set of files
Info 177  [12:19:10.782] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 178  [12:19:10.793] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 29 structureChanged: false structureIsReused:: Completely Elapsed: 10.507532000541687ms
Info 179  [12:19:10.793] Different program with same set of files
Info 180  [12:19:14.423] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 181  [12:19:14.433] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 30 structureChanged: false structureIsReused:: Completely Elapsed: 9.632571011781693ms
Info 182  [12:19:14.433] Different program with same set of files
Info 183  [12:19:14.856] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 184  [12:19:14.876] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 31 structureChanged: false structureIsReused:: Completely Elapsed: 19.45899699628353ms
Info 185  [12:19:14.876] Different program with same set of files
Info 186  [12:19:15.097] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 187  [12:19:15.111] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 32 structureChanged: false structureIsReused:: Completely Elapsed: 13.655127987265587ms
Info 188  [12:19:15.111] Different program with same set of files
Info 189  [12:19:15.460] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 190  [12:19:15.473] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 33 structureChanged: false structureIsReused:: Completely Elapsed: 13.188211992383003ms
Info 191  [12:19:15.473] Different program with same set of files
Info 192  [12:19:16.025] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 193  [12:19:16.038] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 34 structureChanged: false structureIsReused:: Completely Elapsed: 13.3335549980402ms
Info 194  [12:19:16.038] Different program with same set of files
Info 195  [12:19:16.751] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 196  [12:19:16.762] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 35 structureChanged: false structureIsReused:: Completely Elapsed: 10.966233000159264ms
Info 197  [12:19:16.762] Different program with same set of files
Info 198  [12:19:17.441] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 199  [12:19:17.453] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 36 structureChanged: false structureIsReused:: Completely Elapsed: 11.89494600892067ms
Info 200  [12:19:17.453] Different program with same set of files
Info 201  [12:19:17.652] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 202  [12:19:17.663] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 37 structureChanged: false structureIsReused:: Completely Elapsed: 10.813147008419037ms
Info 203  [12:19:17.663] Different program with same set of files
Info 204  [12:19:19.833] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 205  [12:19:19.847] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 38 structureChanged: false structureIsReused:: Completely Elapsed: 13.489848002791405ms
Info 206  [12:19:19.847] Different program with same set of files
Info 207  [12:19:20.355] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 208  [12:19:20.370] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 39 structureChanged: false structureIsReused:: Completely Elapsed: 14.981375992298126ms
Info 209  [12:19:20.370] Different program with same set of files
Err 210   [12:19:20.498] Exception on executing command {"command":"getCodeFixes","seq":371,"type":"request","arguments":{"file":"/home/hamza/dev/react/digital-business-card/src/components/info.jsx","startLine":5,"startOffset":13,"endLine":5,"endOffset":13,"errorCodes":[1109,1109,7027]}}:

    BADCLIENT: Bad error code, 1109 not found in range 72..72 (found: ); could have caused this error:
    Debug Failure. Token and statement should start at the same point. {"statementKind":"ReturnStatement","tokenKind":"SlashToken","errorCode":7027,"start":72,"length":0}

    Error: BADCLIENT: Bad error code, 1109 not found in range 72..72 (found: ); could have caused this error:
    Debug Failure. Token and statement should start at the same point. {"statementKind":"ReturnStatement","tokenKind":"SlashToken","errorCode":7027,"start":72,"length":0}
        at doChange (/home/hamza/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:155580:26)
        at /home/hamza/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:155563:96
        at Function.ChangeTracker.with (/home/hamza/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:148315:17)
        at Object.getCodeActions (/home/hamza/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:155563:64)
        at /home/hamza/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:149563:77
        at Object.flatMap (/home/hamza/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:508:25)
        at Object.getFixes (/home/hamza/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:149563:23)
        at /home/hamza/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:164985:35
        at Object.flatMap (/home/hamza/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:508:25)
        at Object.getCodeFixesAtPosition (/home/hamza/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:164983:23)
        at IOSession.Session.getCodeFixes (/home/hamza/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:176882:64)
        at Session.handlers.ts.Map.ts.getEntries._a.<computed> (/home/hamza/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:175265:61)
        at /home/hamza/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:177195:88
        at IOSession.Session.executeWithRequestId (/home/hamza/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:177186:28)
        at IOSession.Session.executeCommand (/home/hamza/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:177195:33)
        at IOSession.Session.onMessage (/home/hamza/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:177221:35)
        at Interface.<anonymous> (/home/hamza/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:179826:31)
        at Interface.emit (node:events:527:28)
        at Interface._onLine (node:readline:487:10)
        at Interface._normalWrite (node:readline:661:12)
        at Socket.ondata (node:readline:269:10)
        at Socket.emit (node:events:527:28)
        at addChunk (node:internal/streams/readable:315:12)
        at readableAddChunk (node:internal/streams/readable:289:9)
        at Socket.Readable.push (node:internal/streams/readable:228:10)
        at Pipe.onStreamRead (node:internal/stream_base_commons:190:23)
Info 211  [12:19:20.500] getCompletionData: Get current token: 0.007113009691238403
Info 212  [12:19:20.500] getCompletionData: Is inside comment: 0.006541997194290161
Info 213  [12:19:20.500] getCompletionData: Get previous token: 0.03897300362586975
Info 214  [12:19:20.500] getCompletionsAtPosition: isCompletionListBlocker: 0.01307399570941925
Info 215  [12:19:20.504] getExportInfoMap: cache hit
Info 216  [12:19:20.510] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 217  [12:19:20.510] collectAutoImports: response is complete
Info 218  [12:19:20.510] collectAutoImports: 5.626825988292694
Info 219  [12:19:20.510] getCompletionData: Semantic work: 10.093175992369652
Info 220  [12:19:20.524] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 13.115846008062363
Info 221  [12:19:20.705] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 222  [12:19:20.713] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 40 structureChanged: false structureIsReused:: Completely Elapsed: 7.466177001595497ms
Info 223  [12:19:20.713] Different program with same set of files
Info 224  [12:19:23.633] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 225  [12:19:23.644] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 41 structureChanged: false structureIsReused:: Completely Elapsed: 11.34927199780941ms
Info 226  [12:19:23.644] Different program with same set of files
Info 227  [12:19:24.741] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 228  [12:19:24.754] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 42 structureChanged: false structureIsReused:: Completely Elapsed: 12.003249004483223ms
Info 229  [12:19:24.754] Different program with same set of files
Info 230  [12:19:25.045] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 231  [12:19:25.056] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 43 structureChanged: false structureIsReused:: Completely Elapsed: 10.51000700891018ms
Info 232  [12:19:25.056] Different program with same set of files
Info 233  [12:19:25.673] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 234  [12:19:25.682] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 44 structureChanged: false structureIsReused:: Completely Elapsed: 8.823252990841866ms
Info 235  [12:19:25.682] Different program with same set of files
Info 236  [12:19:25.778] getCompletionData: Get current token: 0.02902400493621826
Info 237  [12:19:25.778] getCompletionData: Is inside comment: 0.07311800122261047
Info 238  [12:19:25.779] getCompletionData: Get previous token: 0.05270901322364807
Info 239  [12:19:25.779] getCompletionsAtPosition: isCompletionListBlocker: 0.08003999292850494
Info 240  [12:19:25.784] getExportInfoMap: cache hit
Info 241  [12:19:25.798] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 242  [12:19:25.798] collectAutoImports: response is complete
Info 243  [12:19:25.798] collectAutoImports: 13.353953003883362
Info 244  [12:19:25.798] getCompletionData: Semantic work: 19.28761400282383
Info 245  [12:19:25.819] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 17.834107995033264
Info 246  [12:19:26.542] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 247  [12:19:26.556] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 45 structureChanged: false structureIsReused:: Completely Elapsed: 14.023469001054764ms
Info 248  [12:19:26.556] Different program with same set of files
Info 249  [12:19:26.557] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 250  [12:19:26.571] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 46 structureChanged: false structureIsReused:: Completely Elapsed: 13.944059997797012ms
Info 251  [12:19:26.571] Different program with same set of files
Info 252  [12:19:26.785] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 253  [12:19:26.796] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 47 structureChanged: false structureIsReused:: Completely Elapsed: 10.910509005188942ms
Info 254  [12:19:26.797] Different program with same set of files
Info 255  [12:19:26.983] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 256  [12:19:26.995] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 48 structureChanged: false structureIsReused:: Completely Elapsed: 12.173679009079933ms
Info 257  [12:19:26.995] Different program with same set of files
Info 258  [12:19:27.386] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 259  [12:19:27.392] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 49 structureChanged: false structureIsReused:: Completely Elapsed: 5.830478996038437ms
Info 260  [12:19:27.392] Different program with same set of files
Info 261  [12:19:27.505] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 262  [12:19:27.515] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 50 structureChanged: false structureIsReused:: Completely Elapsed: 10.109616994857788ms
Info 263  [12:19:27.516] Different program with same set of files
Info 264  [12:19:27.664] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 265  [12:19:27.675] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 51 structureChanged: false structureIsReused:: Completely Elapsed: 10.650490999221802ms
Info 266  [12:19:27.675] Different program with same set of files
Info 267  [12:19:28.361] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 268  [12:19:28.377] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 52 structureChanged: false structureIsReused:: Completely Elapsed: 15.788240000605583ms
Info 269  [12:19:28.377] Different program with same set of files
